neighborhood,neighborhood_ascii,lat,lng,city_name,city_id,state_name,state_id,source,timezone,zips,county_fips,county_name,id
Gold Canyon,Gold Canyon,29.60219,-98.45578,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011200
Elm Creek,Elm Creek,29.55292,-98.55192,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011201
Encino Park,Encino Park,29.62687,-98.44727,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011202
Loma Vista,Loma Vista,29.44228,-98.55661,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237 78228,48029,Bexar,184002222011203
Longs Ridge,Longs Ridge,29.59251,-98.39532,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011204
Kingsborough Ridge,Kingsborough Ridge,29.33029,-98.49229,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78221,48029,Bexar,184002222011205
Legend Hills,Legend Hills,29.61117,-98.61597,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78256,48029,Bexar,184002222011206
Community Workers Council,Community Workers Council,29.42657,-98.5884,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237 78227,48029,Bexar,184002222011207
Overlook of Carriage Hills,Overlook of Carriage Hills,29.56211,-98.63334,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011208
Bavarian Forest,Bavarian Forest,29.5664,-98.65902,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78023,48029,Bexar,184002222011209
Perrin Park,Perrin Park,29.52872,-98.41302,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78217,48029,Bexar,184002222011210
Provincia Villas,Provincia Villas,29.54592,-98.61801,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011211
Northwood Hills,Northwood Hills,29.64064,-98.42426,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011212
Park Place,Park Place,29.42977,-98.69739,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78245,48029,Bexar,184002222011213
Redland Woods,Redland Woods,29.61157,-98.44137,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259 78247,48029,Bexar,184002222011214
Regency Meadow,Regency Meadow,29.57028,-98.61218,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011215
Quail Creek,Quail Creek,29.50427,-98.6446,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011216
Redland Ranch at Elm Creek,Redland Ranch at Elm Creek,29.59481,-98.43303,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011217
Summit at Bulverde Creek,Summit at Bulverde Creek,29.6329,-98.41475,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011218
The Fountains at Deerfield,The Fountains at Deerfield,29.60494,-98.52407,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011219
Saddlebrook Farms,Saddlebrook Farms,29.53195,-98.67937,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011220
Shavano Heights,Shavano Heights,29.5678,-98.56399,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011221
Braun Willow Unit 2 and 4,Braun Willow Unit 2 and 4,29.52287,-98.67139,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250 78254,48029,Bexar,184002222011222
The Villas of Kenton Place,The Villas of Kenton Place,29.52545,-98.5839,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011223
Woods of Deerfield,Woods of Deerfield,29.60227,-98.52514,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011224
Bluff Creek,Bluff Creek,29.5512,-98.47377,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011225
San Antonio Tierra Del Sol,San Antonio Tierra Del Sol,29.58891,-98.45467,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011226
Spring Creek,Spring Creek,29.57958,-98.3794,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011227
Kenton Place,Kenton Place,29.52408,-98.58686,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011228
Preston Hollow,Preston Hollow,29.57567,-98.43212,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011229
The Dominion,The Dominion,29.65403,-98.61378,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78257,48029,Bexar,184002222011230
The Park at Deerfield,The Park at Deerfield,29.60037,-98.51941,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011231
Stone Ridge,Stone Ridge,29.55767,-98.43458,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011232
Riverside South,Riverside South,29.37952,-98.47952,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78214 78210 78223,48029,Bexar,184002222011233
Las Lomas,Las Lomas,29.63299,-98.4897,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011234
The Park at Stone Ridge,The Park at Stone Ridge,29.56256,-98.44038,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011235
Silverbrook,Silverbrook,29.53749,-98.67003,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011236
Mission Ridge,Mission Ridge,29.59203,-98.50539,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011237
Creekside,Creekside,29.48219,-98.67529,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011238
Santa Fe Trails,Santa Fe Trails,29.56407,-98.46672,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011239
Stonefield,Stonefield,29.5423,-98.66496,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011240
The Terraces at Encino Creek,The Terraces at Encino Creek,29.64305,-98.43289,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011241
Springvale,Springvale,29.38372,-98.63888,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011242
Steeplebrook,Steeplebrook,29.65461,-98.62989,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78256,48029,Bexar,184002222011243
Vista Del Norte,Vista Del Norte,29.56655,-98.51384,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011244
Vistas of Encino Park,Vistas of Encino Park,29.64428,-98.42774,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011245
Towne Lake Garden,Towne Lake Garden,29.53585,-98.43361,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78217,48029,Bexar,184002222011246
Summerwind,Summerwind,29.5204,-98.59462,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011247
Stone Oak Meadows,Stone Oak Meadows,29.63349,-98.51775,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011248
Kenton Place II,Kenton Place II,29.52941,-98.58129,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011249
Crown Meadows West,Crown Meadows West,29.46034,-98.64919,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011250
Highland Hills,Highland Hills,29.36831,-98.43956,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78223,48029,Bexar,184002222011251
Churchill Bluffs,Churchill Bluffs,29.55345,-98.4751,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011252
Stonewall Ranch,Stonewall Ranch,29.65086,-98.62855,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78256,48029,Bexar,184002222011253
Finesilver Ranch,Finesilver Ranch,29.53512,-98.66532,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011254
Village North,Village North,29.52198,-98.4249,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78217,48029,Bexar,184002222011255
Cambridge,Cambridge,29.57221,-98.639,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011256
Bandera Landing,Bandera Landing,29.50675,-98.65208,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011257
Remington Heights,Remington Heights,29.65358,-98.50119,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011258
Blanco Woods,Blanco Woods,29.59707,-98.51462,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011259
Westchase Village,Westchase Village,29.46161,-98.64892,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011260
Bristol Forest,Bristol Forest,29.52799,-98.38208,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78233 78239,48029,Bexar,184002222011261
Northwest Crossing,Northwest Crossing,29.50834,-98.67756,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011262
Waters at Deerfield,Waters at Deerfield,29.60469,-98.52123,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011263
Historic Westside,Historic Westside,29.41969,-98.51607,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78207,48029,Bexar,184002222011264
Las Palmas,Las Palmas,29.42358,-98.55478,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237 78207,48029,Bexar,184002222011265
North Central,North Central,29.4991,-98.51777,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78213,48029,Bexar,184002222011266
Hidden Forest,Hidden Forest,29.58527,-98.5073,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011267
Wildhorse at Tausch Farms,Wildhorse at Tausch Farms,29.52187,-98.69415,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011268
The Hills of Rivermist,The Hills of Rivermist,29.5579,-98.64696,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011269
High Country,High Country,29.58803,-98.37368,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011270
Elmwood,Elmwood,29.58429,-98.38124,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011271
Palm Heights,Palm Heights,29.38883,-98.5247,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78225,48029,Bexar,184002222011272
North Central Thousand Oaks,North Central Thousand Oaks,29.57556,-98.45329,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011273
Heimer Gardens,Heimer Gardens,29.56722,-98.47408,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011274
Timber Ridge,Timber Ridge,29.46525,-98.65822,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011275
The Bluffs of Henderson Pass,The Bluffs of Henderson Pass,29.58589,-98.45379,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011276
Eden Roc,Eden Roc,29.58953,-98.41259,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011277
Stone Valley,Stone Valley,29.63101,-98.51543,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011278
Reserve at Culebra Creek,Reserve at Culebra Creek,29.48739,-98.67472,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011279
Los Puentes,Los Puentes,29.43691,-98.57946,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237,48029,Bexar,184002222011280
Arrowhead,Arrowhead,29.64235,-98.49503,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011281
Comanche,Comanche,29.39416,-98.41647,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78210 78222,48029,Bexar,184002222011282
The Estates of Westover Hills,The Estates of Westover Hills,29.47841,-98.67675,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011283
Green Mountain,Green Mountain,29.59493,-98.36737,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011284
Westwood Square,Westwood Square,29.40887,-98.56166,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237 78207,48029,Bexar,184002222011285
Somerset Road,Somerset Road,29.37081,-98.53577,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78211,48029,Bexar,184002222011286
Woodglen,Woodglen,29.47144,-98.66205,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011287
Shearer Hills/Ridgeview,Shearer Hills/Ridgeview,29.50557,-98.49289,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011288
Coliseum/Willow Park,Coliseum/Willow Park,29.4171,-98.43431,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78220,48029,Bexar,184002222011289
Mesas & Ridge at Canyon Springs,Mesas & Ridge at Canyon Springs,29.66045,-98.48184,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011290
The Village at Encino Park,The Village at Encino Park,29.63517,-98.44626,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011291
Hunter's Chase,Hunter's Chase,29.56536,-98.63778,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011292
Long's Creek,Long's Creek,29.59117,-98.40373,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011293
El Chaparral/Fertile Valley,El Chaparral/Fertile Valley,29.57181,-98.39196,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78217,48029,Bexar,184002222011294
Heimer Gardens/Arboretum,Heimer Gardens/Arboretum,29.56588,-98.47352,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011295
Magnolia Heights,Magnolia Heights,29.44419,-98.68759,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011296
Honeyhill,Honeyhill,29.49235,-98.58991,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78229,48029,Bexar,184002222011297
The Crossing at Quail Creek,The Crossing at Quail Creek,29.50645,-98.64397,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011298
British Commons,British Commons,29.5727,-98.40127,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78217,48029,Bexar,184002222011299
Heights of Carriage Hills,Heights of Carriage Hills,29.55769,-98.6324,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011300
Oak Bluff,Oak Bluff,29.54069,-98.63842,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011301
Bluffs at Westchase,Bluffs at Westchase,29.51435,-98.62939,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011302
Stage Run,Stage Run,29.6712,-98.64119,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78255,48029,Bexar,184002222011303
NE Crossing,NE Crossing,29.49507,-98.37122,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78218,48029,Bexar,184002222011304
Canyon Creek Bluffs,Canyon Creek Bluffs,29.60102,-98.51271,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011305
Cripple Creek,Cripple Creek,29.50931,-98.6551,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011306
Quiet Creek,Quiet Creek,29.48569,-98.28894,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78109,48029,Bexar,184002222011307
Meadows at Reserve,Meadows at Reserve,29.45891,-98.66614,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011308
Champions Village,Champions Village,29.64806,-98.46659,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011309
Briarwick,Briarwick,29.57542,-98.41071,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011310
Shenandoah/Vance Jackson,Shenandoah/Vance Jackson,29.54376,-98.5668,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011311
The Oaks/Oak Park-Northwood,The Oaks/Oak Park-Northwood,29.51441,-98.45172,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78209,48029,Bexar,184002222011312
San Juan Gardens/Collins Garden,San Juan Gardens/Collins Garden,29.40342,-98.52603,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78207,48029,Bexar,184002222011313
Pembroke Village,Pembroke Village,29.5296,-98.60578,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011314
Abe Lincoln,Abe Lincoln,29.52792,-98.62795,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011315
Blossom Park,Blossom Park,29.55206,-98.46069,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011316
Cable-Westwood,Cable-Westwood,29.41163,-98.61531,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011317
Heathers Cove/Springvale,Heathers Cove/Springvale,29.37136,-98.63341,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011318
Carrington Place,Carrington Place,29.52634,-98.54178,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011319
Pembroke Farms,Pembroke Farms,29.53083,-98.60641,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011320
Cable-Westwood/Lackland Terrace,Cable-Westwood/Lackland Terrace,29.40497,-98.63174,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011321
Hidden Meadow,Hidden Meadow,29.49649,-98.69237,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011322
Artesia Community Guild,Artesia Community Guild,29.40359,-98.43638,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78210 78220,48029,Bexar,184002222011323
East Pyron - Symphony Lane,East Pyron - Symphony Lane,29.35925,-98.47093,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78214 78223,48029,Bexar,184002222011324
Hot Wells Mission Reach,Hot Wells Mission Reach,29.36289,-98.46101,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78223,48029,Bexar,184002222011325
Foster Meadows/Lakeside,Foster Meadows/Lakeside,29.38453,-98.37204,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78222,48029,Bexar,184002222011326
Gardens of Oak Hollow/North Central Thousand Oaks,Gardens of Oak Hollow/North Central Thousand Oaks,29.56754,-98.45447,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011327
Los Jardines,Los Jardines,29.42093,-98.56864,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78237,48029,Bexar,184002222011328
Cresta Bella,Cresta Bella,29.6278,-98.62279,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78256,48029,Bexar,184002222011329
Freedom Hills,Freedom Hills,29.35641,-98.62815,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78242,48029,Bexar,184002222011330
Carmona Hills,Carmona Hills,29.34501,-98.63561,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78252,48029,Bexar,184002222011331
Grayson Park Townhomes/North Central Thousand Oaks,Grayson Park Townhomes/North Central Thousand Oaks,29.58291,-98.45012,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011332
Hallie Heights,Hallie Heights,29.36694,-98.64033,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011333
Ridge Stone,Ridge Stone,29.36622,-98.63282,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78242,48029,Bexar,184002222011334
Jefferson/Woodlawn Lake,Jefferson/Woodlawn Lake,29.45933,-98.53659,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78228 78201,48029,Bexar,184002222011335
Valley Forest,Valley Forest,29.36113,-98.60568,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78242,48029,Bexar,184002222011336
Solana Ridge,Solana Ridge,29.35421,-98.63931,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78252,48029,Bexar,184002222011337
Pecan Valley Park Estates,Pecan Valley Park Estates,29.37991,-98.41609,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78222,48029,Bexar,184002222011338
Prospect Hill/West End Hope in Action,Prospect Hill/West End Hope in Action,29.43918,-98.53811,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78228 78207,48029,Bexar,184002222011339
Meadow Pointe,Meadow Pointe,29.50974,-98.68276,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011340
Westfield,Westfield,29.54005,-98.62881,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240 78249,48029,Bexar,184002222011341
Encino Creek,Encino Creek,29.63865,-98.42936,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78259,48029,Bexar,184002222011342
Forest at Stone Oak,Forest at Stone Oak,29.65285,-98.50947,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78260,48029,Bexar,184002222011343
Devonshire Condominiums,Devonshire Condominiums,29.5495,-98.52622,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78213,48029,Bexar,184002222011344
Edison,Edison,29.473,-98.50358,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78212,48029,Bexar,184002222011345
Green Spring Valley,Green Spring Valley,29.58185,-98.42733,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78247,48029,Bexar,184002222011346
Greystone Country Estates,Greystone Country Estates,29.62214,-98.52656,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011347
Forests at Inwood,Forests at Inwood,29.59691,-98.53263,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011348
Gillette Area,Gillette Area,29.32856,-98.5245,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78221 78224,48029,Bexar,184002222011349
Hill Country Villas,Hill Country Villas,29.5678,-98.47384,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78232,48029,Bexar,184002222011350
Hunters Brook,Hunters Brook,29.57024,-98.63654,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011351
Hart Ranch Unit One,Hart Ranch Unit One,29.56003,-98.6034,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011352
Harvard Place - Eastlawn,Harvard Place - Eastlawn,29.42955,-98.45214,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78202,48029,Bexar,184002222011353
Northchase,Northchase,29.50236,-98.66484,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011354
Oak Hills,Oak Hills,29.49677,-98.56323,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78229,48029,Bexar,184002222011355
Maverick Creek,Maverick Creek,29.57499,-98.62948,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011356
Mission Trace,Mission Trace,29.54732,-98.55883,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011357
Bitters Enclave,Bitters Enclave,29.55586,-98.4753,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011358
Canyon Creek Village,Canyon Creek Village,29.59967,-98.51208,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011359
Auburn Oaks,Auburn Oaks,29.54608,-98.59128,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011360
Big Springs,Big Springs,29.63546,-98.46256,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011361
Braun Hollow,Braun Hollow,29.51734,-98.65032,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78250,48029,Bexar,184002222011362
Braun Station West,Braun Station West,29.52467,-98.66083,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011363
Bluffview at Camino Real,Bluffview at Camino Real,29.569,-98.49793,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78216,48029,Bexar,184002222011364
Brady Gardens,Brady Gardens,29.40412,-98.53431,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78207,48029,Bexar,184002222011365
Churchill Estates,Churchill Estates,29.57779,-98.52817,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011366
Churchill Heights,Churchill Heights,29.54494,-98.52099,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78213,48029,Bexar,184002222011367
Castle Hills Forest,Castle Hills Forest,29.56829,-98.53321,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78231,48029,Bexar,184002222011368
Champions Ridge,Champions Ridge,29.65622,-98.4841,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011369
Crown Meadows,Crown Meadows,29.45825,-98.64611,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011370
Deer Hollow,Deer Hollow,29.58844,-98.52405,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78248,48029,Bexar,184002222011371
College Park,College Park,29.57799,-98.6373,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011372
Creekview Estates,Creekview Estates,29.54798,-98.65062,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78249,48029,Bexar,184002222011373
Alamo Farmsteads Babcock Road,Alamo Farmsteads Babcock Road,29.53138,-98.61828,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78240,48029,Bexar,184002222011374
Lakeside,Lakeside,29.38188,-98.37592,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78222,48029,Bexar,184002222011375
Lackland Terrace,Lackland Terrace,29.40932,-98.64052,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78227,48029,Bexar,184002222011376
Twin Creek,Twin Creek,29.47785,-98.63364,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78238,48029,Bexar,184002222011377
Mission San Jose,Mission San Jose,29.3641,-98.48322,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78214,48029,Bexar,184002222011378
Mesa Grande,Mesa Grande,29.65662,-98.49096,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78258,48029,Bexar,184002222011379
Shavano Park Villas,Shavano Park Villas,29.5653,-98.56145,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78230,48029,Bexar,184002222011380
Walden Meadows,Walden Meadows,29.61694,-98.61647,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78256,48029,Bexar,184002222011381
Grissom Trails,Grissom Trails,29.47273,-98.64883,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78251,48029,Bexar,184002222011382
Braun Oaks,Braun Oaks,29.53778,-98.65804,San Antonio,1840022220,Texas,TX,polygon,America/Chicago,78254,48029,Bexar,184002222011383
